Question ID,Question Title,Difficulty Level,Similar Questions Text,Solution Link,url,Question Text,Python Solution Path,Solution Exists
66,Plus One,Easy,"[Multiply Strings, /problems/multiply-strings/, Medium], [Add Binary, /problems/add-binary/, Easy], [Plus One Linked List, /problems/plus-one-linked-list/, Medium], [Add to Array-Form of Integer, /problems/add-to-array-form-of-integer/, Easy]",https://leetcode.com/articles/plus-one,https://leetcode.com/problems/plus-one,"You are given a large integer represented as an integer array digits, where each digits[i] is the ith digit of the integer. The digits are ordered from most significant to least significant in left-to-right order. The large integer does not contain any leading 0's. Increment the large integer by one and return the resulting array of digits. ",./PythonSolutions/plus-one.py,True
67,Add Binary,Easy,"[Add Two Numbers, /problems/add-two-numbers/, Medium], [Multiply Strings, /problems/multiply-strings/, Medium], [Plus One, /problems/plus-one/, Easy], [Add to Array-Form of Integer, /problems/add-to-array-form-of-integer/, Easy]",https://leetcode.com/articles/add-binary,https://leetcode.com/problems/add-binary,"Given two binary strings a and b, return their sum as a binary string. ",./PythonSolutions/add-binary.py,True
69,Sqrt(x),Easy,"[Pow(x, n), /problems/powx-n/, Medium], [Valid Perfect Square, /problems/valid-perfect-square/, Easy]",https://leetcode.com/articles/sqrtx,https://leetcode.com/problems/sqrtx,"Given a non-negative integer x, compute and return the square root of x. Since the return type is an integer, the decimal digits are truncated, and only the integer part of the result is returned. Note: You are not allowed to use any built-in exponent function or operator, such as pow(x, 0.5) or x ** 0.5. ",./PythonSolutions/sqrtx.py,True
70,Climbing Stairs,Easy,"[Min Cost Climbing Stairs, /problems/min-cost-climbing-stairs/, Easy], [Fibonacci Number, /problems/fibonacci-number/, Easy], [N-th Tribonacci Number, /problems/n-th-tribonacci-number/, Easy]",https://leetcode.com/articles/climbing-stairs,https://leetcode.com/problems/climbing-stairs,You are climbing a staircase. It takes n steps to reach the top. Each time you can either climb 1 or 2 steps. In how many distinct ways can you climb to the top? ,./PythonSolutions/climbing-stairs.py,True
72,Edit Distance,Hard,"[One Edit Distance, /problems/one-edit-distance/, Medium], [Delete Operation for Two Strings, /problems/delete-operation-for-two-strings/, Medium], [Minimum ASCII Delete Sum for Two Strings, /problems/minimum-ascii-delete-sum-for-two-strings/, Medium], [Uncrossed Lines, /problems/uncrossed-lines/, Medium]",https://leetcode.com/articles/edit-distance,https://leetcode.com/problems/edit-distance,"Given two strings word1 and word2, return the minimum number of operations required to convert word1 to word2. You have the following three operations permitted on a word: ",./PythonSolutions/edit-distance.py,True
73,Set Matrix Zeroes,Medium,"[Game of Life, /problems/game-of-life/, Medium]",https://leetcode.com/articles/set-matrix-zeroes,https://leetcode.com/problems/set-matrix-zeroes,"Given an m x n integer matrix matrix, if an element is 0, set its entire row and column to 0's. You must do it in place. ",./PythonSolutions/set-matrix-zeroes.py,True
74,Search a 2D Matrix,Medium,"[Search a 2D Matrix II, /problems/search-a-2d-matrix-ii/, Medium]",https://leetcode.com/articles/search-in-2d-matrix,https://leetcode.com/problems/search-a-2d-matrix,Write an efficient algorithm that searches for a value target in an m x n integer matrix matrix. This matrix has the following properties: ,./PythonSolutions/search-a-2d-matrix.py,True
75,Sort Colors,Medium,"[Sort List, /problems/sort-list/, Medium], [Wiggle Sort, /problems/wiggle-sort/, Medium], [Wiggle Sort II, /problems/wiggle-sort-ii/, Medium]",https://leetcode.com/articles/sort-colors,https://leetcode.com/problems/sort-colors,"Given an array nums with n objects colored red, white, or blue, sort them in-place so that objects of the same color are adjacent, with the colors in the order red, white, and blue. We will use the integers 0, 1, and 2 to represent the color red, white, and blue, respectively. You must solve this problem without using the library's sort function. ",./PythonSolutions/sort-colors.py,True
76,Minimum Window Substring,Hard,"[Substring with Concatenation of All Words, /problems/substring-with-concatenation-of-all-words/, Hard], [Minimum Size Subarray Sum, /problems/minimum-size-subarray-sum/, Medium], [Sliding Window Maximum, /problems/sliding-window-maximum/, Hard], [Permutation in String, /problems/permutation-in-string/, Medium], [Smallest Range Covering Elements from K Lists, /problems/smallest-range-covering-elements-from-k-lists/, Hard], [Minimum Window Subsequence, /problems/minimum-window-subsequence/, Hard]",https://leetcode.com/articles/minimum-window-substring,https://leetcode.com/problems/minimum-window-substring,"Given two strings s and t of lengths m and n respectively, return the minimum window substring of s such that every character in t (including duplicates) is included in the window. If there is no such substring, return the empty string """". The testcases will be generated such that the answer is unique. A substring is a contiguous sequence of characters within the string. ",./PythonSolutions/minimum-window-substring.py,True
77,Combinations,Medium,"[Combination Sum, /problems/combination-sum/, Medium], [Permutations, /problems/permutations/, Medium]",https://leetcode.com/articles/combinations,https://leetcode.com/problems/combinations,"Given two integers n and k, return all possible combinations of k numbers out of the range [1, n]. You may return the answer in any order. ",./PythonSolutions/combinations.py,True
78,Subsets,Medium,"[Subsets II, /problems/subsets-ii/, Medium], [Generalized Abbreviation, /problems/generalized-abbreviation/, Medium], [Letter Case Permutation, /problems/letter-case-permutation/, Medium]",https://leetcode.com/articles/subsets,https://leetcode.com/problems/subsets,"Given an integer array nums of unique elements, return all possible subsets (the power set). The solution set must not contain duplicate subsets. Return the solution in any order. ",./PythonSolutions/subsets.py,True
79,Word Search,Medium,"[Word Search II, /problems/word-search-ii/, Hard]",https://leetcode.com/articles/word-search,https://leetcode.com/problems/word-search,"Given an m x n grid of characters board and a string word, return true if word exists in the grid. The word can be constructed from letters of sequentially adjacent cells, where adjacent cells are horizontally or vertically neighboring. The same letter cell may not be used more than once. ",./PythonSolutions/word-search.py,True
80,Remove Duplicates from Sorted Array II,Medium,"[Remove Duplicates from Sorted Array, /problems/remove-duplicates-from-sorted-array/, Easy]",https://leetcode.com/articles/remove-duplicates-from-sorted-array-ii,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii,"Given an integer array nums sorted in non-decreasing order, remove some duplicates in-place such that each unique element appears at most twice. The relative order of the elements should be kept the same. Since it is impossible to change the length of the array in some languages, you must instead have the result be placed in the first part of the array nums. More formally, if there are k elements after removing the duplicates, then the first k elements of nums should hold the final result. It does not matter what you leave beyond the first k elements. Return k after placing the final result in the first k slots of nums. Do not allocate extra space for another array. You must do this by modifying the input array in-place with O(1) extra memory. Custom Judge: The judge will test your solution with the following code: If all assertions pass, then your solution will be accepted. ",./PythonSolutions/remove-duplicates-from-sorted-array-ii.py,True
81,Search in Rotated Sorted Array II,Medium,"[Search in Rotated Sorted Array, /problems/search-in-rotated-sorted-array/, Medium]",https://leetcode.com/articles/search-in-rotated-sorted-array-ii,https://leetcode.com/problems/search-in-rotated-sorted-array-ii,"There is an integer array nums sorted in non-decreasing order (not necessarily with distinct values). Before being passed to your function, nums is rotated at an unknown pivot index k (0 <= k < nums.length) such that the resulting array is [nums[k], nums[k+1], ..., nums[n-1], nums[0], nums[1], ..., nums[k-1]] (0-indexed). For example, [0,1,2,4,4,4,5,6,6,7] might be rotated at pivot index 5 and become [4,5,6,6,7,0,1,2,4,4]. Given the array nums after the rotation and an integer target, return true if target is in nums, or false if it is not in nums. You must decrease the overall operation steps as much as possible. ",./PythonSolutions/search-in-rotated-sorted-array-ii.py,True
82,Remove Duplicates from Sorted List II,Medium,"[Remove Duplicates from Sorted List, /problems/remove-duplicates-from-sorted-list/, Easy]",https://leetcode.com/articles/remove-duplicates-from-sorted-list-ii,https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii,"Given the head of a sorted linked list, delete all nodes that have duplicate numbers, leaving only distinct numbers from the original list. Return the linked list sorted as well. ",./PythonSolutions/remove-duplicates-from-sorted-list-ii.py,True
83,Remove Duplicates from Sorted List,Easy,"[Remove Duplicates from Sorted List II, /problems/remove-duplicates-from-sorted-list-ii/, Medium]",https://leetcode.com/articles/remove-duplicates-from-sorted-list,https://leetcode.com/problems/remove-duplicates-from-sorted-list,"Given the head of a sorted linked list, delete all duplicates such that each element appears only once. Return the linked list sorted as well. ",./PythonSolutions/remove-duplicates-from-sorted-list.py,True
84,Largest Rectangle in Histogram,Hard,"[Maximal Rectangle, /problems/maximal-rectangle/, Hard], [Maximum Score of a Good Subarray, /problems/maximum-score-of-a-good-subarray/, Hard]",https://leetcode.com/articles/largest-rectangle-in-histogram,https://leetcode.com/problems/largest-rectangle-in-histogram,"Given an array of integers heights representing the histogram's bar height where the width of each bar is 1, return the area of the largest rectangle in the histogram. ",./PythonSolutions/largest-rectangle-in-histogram.py,True
85,Maximal Rectangle,Hard,"[Largest Rectangle in Histogram, /problems/largest-rectangle-in-histogram/, Hard], [Maximal Square, /problems/maximal-square/, Medium]",https://leetcode.com/articles/maximal-rectangle,https://leetcode.com/problems/maximal-rectangle,"Given a rows x cols binary matrix filled with 0's and 1's, find the largest rectangle containing only 1's and return its area. ",./PythonSolutions/maximal-rectangle.py,True
88,Merge Sorted Array,Easy,"[Merge Two Sorted Lists, /problems/merge-two-sorted-lists/, Easy], [Squares of a Sorted Array, /problems/squares-of-a-sorted-array/, Easy], [Interval List Intersections, /problems/interval-list-intersections/, Medium]",https://leetcode.com/articles/merge-sorted-arrays,https://leetcode.com/problems/merge-sorted-array,"You are given two integer arrays nums1 and nums2, sorted in non-decreasing order, and two integers m and n, representing the number of elements in nums1 and nums2 respectively. Merge nums1 and nums2 into a single array sorted in non-decreasing order. The final sorted array should not be returned by the function, but instead be stored inside the array nums1. To accommodate this, nums1 has a length of m + n, where the first m elements denote the elements that should be merged, and the last n elements are set to 0 and should be ignored. nums2 has a length of n. ",./PythonSolutions/merge-sorted-array.py,True
91,Decode Ways,Medium,"[Decode Ways II, /problems/decode-ways-ii/, Hard]",https://leetcode.com/articles/decode-ways,https://leetcode.com/problems/decode-ways,"A message containing letters from A-Z can be encoded into numbers using the following mapping: To decode an encoded message, all the digits must be grouped then mapped back into letters using the reverse of the mapping above (there may be multiple ways). For example, ""11106"" can be mapped into: Note that the grouping (1 11 06) is invalid because ""06"" cannot be mapped into 'F' since ""6"" is different from ""06"". Given a string s containing only digits, return the number of ways to decode it. The test cases are generated so that the answer fits in a 32-bit integer. ",./PythonSolutions/decode-ways.py,True
92,Reverse Linked List II,Medium,"[Reverse Linked List, /problems/reverse-linked-list/, Easy]",https://leetcode.com/articles/reverse-linked-list-ii,https://leetcode.com/problems/reverse-linked-list-ii,"Given the head of a singly linked list and two integers left and right where left <= right, reverse the nodes of the list from position left to position right, and return the reversed list. ",./PythonSolutions/reverse-linked-list-ii.py,True
93,Restore IP Addresses,Medium,"[IP to CIDR, /problems/ip-to-cidr/, Medium]",https://leetcode.com/articles/restore-ip-addresses,https://leetcode.com/problems/restore-ip-addresses,"A valid IP address consists of exactly four integers separated by single dots. Each integer is between 0 and 255 (inclusive) and cannot have leading zeros. Given a string s containing only digits, return all possible valid IP addresses that can be formed by inserting dots into s. You are not allowed to reorder or remove any digits in s. You may return the valid IP addresses in any order. ",./PythonSolutions/restore-ip-addresses.py,True
94,Binary Tree Inorder Traversal,Medium,"[Validate Binary Search Tree, /problems/validate-binary-search-tree/, Medium], [Binary Tree Preorder Traversal, /problems/binary-tree-preorder-traversal/, Medium], [Binary Tree Postorder Traversal, /problems/binary-tree-postorder-traversal/, Medium], [Binary Search Tree Iterator, /problems/binary-search-tree-iterator/, Medium], [Kth Smallest Element in a BST, /problems/kth-smallest-element-in-a-bst/, Medium], [Closest Binary Search Tree Value II, /problems/closest-binary-search-tree-value-ii/, Hard], [Inorder Successor in BST, /problems/inorder-successor-in-bst/, Medium], [Convert Binary Search Tree to Sorted Doubly Linked List, /problems/convert-binary-search-tree-to-sorted-doubly-linked-list/, Medium], [Minimum Distance Between BST Nodes, /problems/minimum-distance-between-bst-nodes/, Easy]",https://leetcode.com/articles/binary-tree-inorder-traversal,https://leetcode.com/problems/binary-tree-inorder-traversal,"Given the root of a binary tree, return the inorder traversal of its nodes' values. ",./PythonSolutions/binary-tree-inorder-traversal.py,True
95,Unique Binary Search Trees II,Medium,"[Unique Binary Search Trees, /problems/unique-binary-search-trees/, Medium], [Different Ways to Add Parentheses, /problems/different-ways-to-add-parentheses/, Medium]",https://leetcode.com/articles/unique-binary-search-trees-ii,https://leetcode.com/problems/unique-binary-search-trees-ii,"Given an integer n, return all the structurally unique BST's (binary search trees), which has exactly n nodes of unique values from 1 to n. Return the answer in any order. ",./PythonSolutions/unique-binary-search-trees-ii.py,True
96,Unique Binary Search Trees,Medium,"[Unique Binary Search Trees II, /problems/unique-binary-search-trees-ii/, Medium]",https://leetcode.com/articles/unique-binary-search-trees,https://leetcode.com/problems/unique-binary-search-trees,"Given an integer n, return the number of structurally unique BST's (binary search trees) which has exactly n nodes of unique values from 1 to n. ",./PythonSolutions/unique-binary-search-trees.py,True
102,Binary Tree Level Order Traversal,Medium,"[Binary Tree Zigzag Level Order Traversal, /problems/binary-tree-zigzag-level-order-traversal/, Medium], [Binary Tree Level Order Traversal II, /problems/binary-tree-level-order-traversal-ii/, Medium], [Minimum Depth of Binary Tree, /problems/minimum-depth-of-binary-tree/, Easy], [Binary Tree Vertical Order Traversal, /problems/binary-tree-vertical-order-traversal/, Medium], [Average of Levels in Binary Tree, /problems/average-of-levels-in-binary-tree/, Easy], [N-ary Tree Level Order Traversal, /problems/n-ary-tree-level-order-traversal/, Medium], [Cousins in Binary Tree, /problems/cousins-in-binary-tree/, Easy]",https://leetcode.com/articles/binary-tree-level-order-traversal,https://leetcode.com/problems/binary-tree-level-order-traversal,"Given the root of a binary tree, return the level order traversal of its nodes' values. (i.e., from left to right, level by level). ",./PythonSolutions/binary-tree-level-order-traversal.py,True
103,Binary Tree Zigzag Level Order Traversal,Medium,"[Binary Tree Level Order Traversal, /problems/binary-tree-level-order-traversal/, Medium]",https://leetcode.com/articles/binary-tree-zigzag-level-order-traversal,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal,"Given the root of a binary tree, return the zigzag level order traversal of its nodes' values. (i.e., from left to right, then right to left for the next level and alternate between). ",./PythonSolutions/binary-tree-zigzag-level-order-traversal.py,True
104,Maximum Depth of Binary Tree,Easy,"[Balanced Binary Tree, /problems/balanced-binary-tree/, Easy], [Minimum Depth of Binary Tree, /problems/minimum-depth-of-binary-tree/, Easy], [Maximum Depth of N-ary Tree, /problems/maximum-depth-of-n-ary-tree/, Easy], [Time Needed to Inform All Employees, /problems/time-needed-to-inform-all-employees/, Medium]",https://leetcode.com/articles/maximum-depth-of-binary-tree,https://leetcode.com/problems/maximum-depth-of-binary-tree,"Given the root of a binary tree, return its maximum depth. A binary tree's maximum depth is the number of nodes along the longest path from the root node down to the farthest leaf node. ",./PythonSolutions/maximum-depth-of-binary-tree.py,True
105,Construct Binary Tree from Preorder and Inorder Traversal,Medium,"[Construct Binary Tree from Inorder and Postorder Traversal, /problems/construct-binary-tree-from-inorder-and-postorder-traversal/, Medium]",https://leetcode.com/articles/construct-binary-tree-from-preorder-and-inorder-traversal,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal,"Given two integer arrays preorder and inorder where preorder is the preorder traversal of a binary tree and inorder is the inorder traversal of the same tree, construct and return the binary tree. ",./PythonSolutions/construct-binary-tree-from-preorder-and-inorder-traversal.py,True
106,Construct Binary Tree from Inorder and Postorder Traversal,Medium,"[Construct Binary Tree from Preorder and Inorder Traversal, /problems/construct-binary-tree-from-preorder-and-inorder-traversal/, Medium]",https://leetcode.com/articles/construct-binary-tree-from-inorder-and-postorder-traversal,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal,"Given two integer arrays inorder and postorder where inorder is the inorder traversal of a binary tree and postorder is the postorder traversal of the same tree, construct and return the binary tree. ",./PythonSolutions/construct-binary-tree-from-inorder-and-postorder-traversal.py,True
107,Binary Tree Level Order Traversal II,Medium,"[Binary Tree Level Order Traversal, /problems/binary-tree-level-order-traversal/, Medium], [Average of Levels in Binary Tree, /problems/average-of-levels-in-binary-tree/, Easy]",https://leetcode.com/articles/binary-tree-level-order-traversal-ii,https://leetcode.com/problems/binary-tree-level-order-traversal-ii,"Given the root of a binary tree, return the bottom-up level order traversal of its nodes' values. (i.e., from left to right, level by level from leaf to root). ",./PythonSolutions/binary-tree-level-order-traversal-ii.py,True
108,Convert Sorted Array to Binary Search Tree,Easy,"[Convert Sorted List to Binary Search Tree, /problems/convert-sorted-list-to-binary-search-tree/, Medium]",https://leetcode.com/articles/convert-sorted-array-to-bst,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree,"Given an integer array nums where the elements are sorted in ascending order, convert it to a height-balanced binary search tree. A height-balanced binary tree is a binary tree in which the depth of the two subtrees of every node never differs by more than one. ",./PythonSolutions/convert-sorted-array-to-binary-search-tree.py,True
109,Convert Sorted List to Binary Search Tree,Medium,"[Convert Sorted Array to Binary Search Tree, /problems/convert-sorted-array-to-binary-search-tree/, Easy]",https://leetcode.com/articles/convert-sorted-list-to-binary-search-tree,https://leetcode.com/problems/convert-sorted-list-to-binary-search-tree,"Given the head of a singly linked list where elements are sorted in ascending order, convert it to a height balanced BST. For this problem, a height-balanced binary tree is defined as a binary tree in which the depth of the two subtrees of every node never differ by more than 1. ",./PythonSolutions/convert-sorted-list-to-binary-search-tree.py,True
110,Balanced Binary Tree,Easy,"[Maximum Depth of Binary Tree, /problems/maximum-depth-of-binary-tree/, Easy]",https://leetcode.com/articles/balanced-binary-tree,https://leetcode.com/problems/balanced-binary-tree,"Given a binary tree, determine if it is height-balanced. For this problem, a height-balanced binary tree is defined as: a binary tree in which the left and right subtrees of every node differ in height by no more than 1. ",./PythonSolutions/balanced-binary-tree.py,True
111,Minimum Depth of Binary Tree,Easy,"[Binary Tree Level Order Traversal, /problems/binary-tree-level-order-traversal/, Medium], [Maximum Depth of Binary Tree, /problems/maximum-depth-of-binary-tree/, Easy]",https://leetcode.com/articles/minimum-depth-of-binary-tree,https://leetcode.com/problems/minimum-depth-of-binary-tree,"Given a binary tree, find its minimum depth. The minimum depth is the number of nodes along the shortest path from the root node down to the nearest leaf node. Note: A leaf is a node with no children. ",./PythonSolutions/minimum-depth-of-binary-tree.py,True
112,Path Sum,Easy,"[Path Sum II, /problems/path-sum-ii/, Medium], [Binary Tree Maximum Path Sum, /problems/binary-tree-maximum-path-sum/, Hard], [Sum Root to Leaf Numbers, /problems/sum-root-to-leaf-numbers/, Medium], [Path Sum III, /problems/path-sum-iii/, Medium], [Path Sum IV, /problems/path-sum-iv/, Medium]",https://leetcode.com/articles/path-sum,https://leetcode.com/problems/path-sum,"Given the root of a binary tree and an integer targetSum, return true if the tree has a root-to-leaf path such that adding up all the values along the path equals targetSum. A leaf is a node with no children. ",./PythonSolutions/path-sum.py,True
113,Path Sum II,Medium,"[Path Sum, /problems/path-sum/, Easy], [Binary Tree Paths, /problems/binary-tree-paths/, Easy], [Path Sum III, /problems/path-sum-iii/, Medium], [Path Sum IV, /problems/path-sum-iv/, Medium]",https://leetcode.com/articles/path-sum-ii,https://leetcode.com/problems/path-sum-ii,"Given the root of a binary tree and an integer targetSum, return all root-to-leaf paths where the sum of the node values in the path equals targetSum. Each path should be returned as a list of the node values, not node references. A root-to-leaf path is a path starting from the root and ending at any leaf node. A leaf is a node with no children. ",./PythonSolutions/path-sum-ii.py,True
114,Flatten Binary Tree to Linked List,Medium,"[Flatten a Multilevel Doubly Linked List, /problems/flatten-a-multilevel-doubly-linked-list/, Medium], [Correct a Binary Tree, /problems/correct-a-binary-tree/, Medium]",https://leetcode.com/articles/flatten-binary-tree-to-linked-list,https://leetcode.com/problems/flatten-binary-tree-to-linked-list,"Given the root of a binary tree, flatten the tree into a ""linked list"": ",./PythonSolutions/flatten-binary-tree-to-linked-list.py,True
116,Populating Next Right Pointers in Each Node,Medium,"[Populating Next Right Pointers in Each Node II, /problems/populating-next-right-pointers-in-each-node-ii/, Medium], [Binary Tree Right Side View, /problems/binary-tree-right-side-view/, Medium]",https://leetcode.com/articles/populating-next-right-pointers-in-each-node,https://leetcode.com/problems/populating-next-right-pointers-in-each-node,"You are given a perfect binary tree where all leaves are on the same level, and every parent has two children. The binary tree has the following definition: Populate each next pointer to point to its next right node. If there is no next right node, the next pointer should be set to NULL. Initially, all next pointers are set to NULL. ",./PythonSolutions/populating-next-right-pointers-in-each-node.py,True
117,Populating Next Right Pointers in Each Node II,Medium,"[Populating Next Right Pointers in Each Node, /problems/populating-next-right-pointers-in-each-node/, Medium]",https://leetcode.com/articles/populating-next-right-pointers-in-each-node-ii,https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii,"Given a binary tree Populate each next pointer to point to its next right node. If there is no next right node, the next pointer should be set to NULL. Initially, all next pointers are set to NULL. ",./PythonSolutions/populating-next-right-pointers-in-each-node-ii.py,True
118,Pascal's Triangle,Easy,"[Pascal's Triangle II, /problems/pascals-triangle-ii/, Easy]",https://leetcode.com/articles/pascals-triangle,https://leetcode.com/problems/pascals-triangle,"Given an integer numRows, return the first numRows of Pascal's triangle. In Pascal's triangle, each number is the sum of the two numbers directly above it as shown: ",./PythonSolutions/pascals-triangle.py,True
119,Pascal's Triangle II,Easy,"[Pascal's Triangle, /problems/pascals-triangle/, Easy]",https://leetcode.com/articles/pascals-triangle-ii,https://leetcode.com/problems/pascals-triangle-ii,"Given an integer rowIndex, return the rowIndexth (0-indexed) row of the Pascal's triangle. In Pascal's triangle, each number is the sum of the two numbers directly above it as shown: ",./PythonSolutions/pascals-triangle-ii.py,True
121,Best Time to Buy and Sell Stock,Easy,"[Maximum Subarray, /problems/maximum-subarray/, Easy], [Best Time to Buy and Sell Stock II, /problems/best-time-to-buy-and-sell-stock-ii/, Easy], [Best Time to Buy and Sell Stock III, /problems/best-time-to-buy-and-sell-stock-iii/, Hard], [Best Time to Buy and Sell Stock IV, /problems/best-time-to-buy-and-sell-stock-iv/, Hard], [Best Time to Buy and Sell Stock with Cooldown, /problems/best-time-to-buy-and-sell-stock-with-cooldown/, Medium]",https://leetcode.com/articles/best-time-to-buy-and-sell-stock,https://leetcode.com/problems/best-time-to-buy-and-sell-stock,"You are given an array prices where prices[i] is the price of a given stock on the ith day. You want to maximize your profit by choosing a single day to buy one stock and choosing a different day in the future to sell that stock. Return the maximum profit you can achieve from this transaction. If you cannot achieve any profit, return 0. ",./PythonSolutions/best-time-to-buy-and-sell-stock.py,True
122,Best Time to Buy and Sell Stock II,Easy,"[Best Time to Buy and Sell Stock, /problems/best-time-to-buy-and-sell-stock/, Easy], [Best Time to Buy and Sell Stock III, /problems/best-time-to-buy-and-sell-stock-iii/, Hard], [Best Time to Buy and Sell Stock IV, /problems/best-time-to-buy-and-sell-stock-iv/, Hard], [Best Time to Buy and Sell Stock with Cooldown, /problems/best-time-to-buy-and-sell-stock-with-cooldown/, Medium], [Best Time to Buy and Sell Stock with Transaction Fee, /problems/best-time-to-buy-and-sell-stock-with-transaction-fee/, Medium]",https://leetcode.com/articles/best-time-to-buy-and-sell-stock-ii,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii,"You are given an integer array prices where prices[i] is the price of a given stock on the ith day. On each day, you may decide to buy and/or sell the stock. You can only hold at most one share of the stock at any time. However, you can buy it then immediately sell it on the same day. Find and return the maximum profit you can achieve. ",./PythonSolutions/best-time-to-buy-and-sell-stock-ii.py,True
123,Best Time to Buy and Sell Stock III,Hard,"[Best Time to Buy and Sell Stock, /problems/best-time-to-buy-and-sell-stock/, Easy], [Best Time to Buy and Sell Stock II, /problems/best-time-to-buy-and-sell-stock-ii/, Easy], [Best Time to Buy and Sell Stock IV, /problems/best-time-to-buy-and-sell-stock-iv/, Hard], [Maximum Sum of 3 Non-Overlapping Subarrays, /problems/maximum-sum-of-3-non-overlapping-subarrays/, Hard]",https://leetcode.com/articles/best-time-to-buy-and-sell-stock-iii,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii,"You are given an array prices where prices[i] is the price of a given stock on the ith day. Find the maximum profit you can achieve. You may complete at most two transactions. Note: You may not engage in multiple transactions simultaneously (i.e., you must sell the stock before you buy again). ",./PythonSolutions/best-time-to-buy-and-sell-stock-iii.py,True
124,Binary Tree Maximum Path Sum,Hard,"[Path Sum, /problems/path-sum/, Easy], [Sum Root to Leaf Numbers, /problems/sum-root-to-leaf-numbers/, Medium], [Path Sum IV, /problems/path-sum-iv/, Medium], [Longest Univalue Path, /problems/longest-univalue-path/, Medium], [Time Needed to Inform All Employees, /problems/time-needed-to-inform-all-employees/, Medium]",https://leetcode.com/articles/binary-tree-maximum-path-sum,https://leetcode.com/problems/binary-tree-maximum-path-sum,"A path in a binary tree is a sequence of nodes where each pair of adjacent nodes in the sequence has an edge connecting them. A node can only appear in the sequence at most once. Note that the path does not need to pass through the root. The path sum of a path is the sum of the node's values in the path. Given the root of a binary tree, return the maximum path sum of any non-empty path. ",./PythonSolutions/binary-tree-maximum-path-sum.py,True
125,Valid Palindrome,Easy,"[Palindrome Linked List, /problems/palindrome-linked-list/, Easy], [Valid Palindrome II, /problems/valid-palindrome-ii/, Easy]",https://leetcode.com/articles/valid-palindrome,https://leetcode.com/problems/valid-palindrome,"A phrase is a palindrome if, after converting all uppercase letters into lowercase letters and removing all non-alphanumeric characters, it reads the same forward and backward. Alphanumeric characters include letters and numbers. Given a string s, return true if it is a palindrome, or false otherwise. ",./PythonSolutions/valid-palindrome.py,True
127,Word Ladder,Hard,"[Word Ladder II, /problems/word-ladder-ii/, Hard], [Minimum Genetic Mutation, /problems/minimum-genetic-mutation/, Medium]",https://leetcode.com/articles/word-ladder,https://leetcode.com/problems/word-ladder,"A transformation sequence from word beginWord to word endWord using a dictionary wordList is a sequence of words beginWord -> s1 -> s2 -> ... -> sk such that: Given two words, beginWord and endWord, and a dictionary wordList, return the number of words in the shortest transformation sequence from beginWord to endWord, or 0 if no such sequence exists. ",./PythonSolutions/word-ladder.py,True
128,Longest Consecutive Sequence,Hard,"[Binary Tree Longest Consecutive Sequence, /problems/binary-tree-longest-consecutive-sequence/, Medium]",https://leetcode.com/articles/longest-consecutive-sequence,https://leetcode.com/problems/longest-consecutive-sequence,"Given an unsorted array of integers nums, return the length of the longest consecutive elements sequence. You must write an algorithm that runs in O(n) time. ",./PythonSolutions/longest-consecutive-sequence.py,True
129,Sum Root to Leaf Numbers,Medium,"[Path Sum, /problems/path-sum/, Easy], [Binary Tree Maximum Path Sum, /problems/binary-tree-maximum-path-sum/, Hard], [Smallest String Starting From Leaf, /problems/smallest-string-starting-from-leaf/, Medium]",https://leetcode.com/articles/sum-root-to-leaf-numbers,https://leetcode.com/problems/sum-root-to-leaf-numbers,You are given the root of a binary tree containing digits from 0 to 9 only. Each root-to-leaf path in the tree represents a number. Return the total sum of all root-to-leaf numbers. Test cases are generated so that the answer will fit in a 32-bit integer. A leaf node is a node with no children. ,./PythonSolutions/sum-root-to-leaf-numbers.py,True
130,Surrounded Regions,Medium,"[Number of Islands, /problems/number-of-islands/, Medium], [Walls and Gates, /problems/walls-and-gates/, Medium]",https://leetcode.com/articles/surrounded-regions,https://leetcode.com/problems/surrounded-regions,"Given an m x n matrix board containing 'X' and 'O', capture all regions that are 4-directionally surrounded by 'X'. A region is captured by flipping all 'O's into 'X's in that surrounded region. ",./PythonSolutions/surrounded-regions.py,True
131,Palindrome Partitioning,Medium,"[Palindrome Partitioning II, /problems/palindrome-partitioning-ii/, Hard], [Palindrome Partitioning IV, /problems/palindrome-partitioning-iv/, Hard]",https://leetcode.com/articles/palindrome-partitioning,https://leetcode.com/problems/palindrome-partitioning,"Given a string s, partition s such that every substring of the partition is a palindrome. Return all possible palindrome partitioning of s. A palindrome string is a string that reads the same backward as forward. ",./PythonSolutions/palindrome-partitioning.py,True
